"Subject" "Activity" "Time_Body_Acceleration_Mean_X" "Time_Body_Acceleration_Mean_Y" "Time_Body_Acceleration_Mean_Z" "Time_Body_Acceleration_Standard_Deviation_X" "Time_Body_Standard_Deviation_Y" "Time_Body_Standard_Deviation_Z"
2 "SITTING" 0.28022445 -0.028037933 -0.12428498 -0.99664261 -0.9761271 -0.98747869
2 "SITTING" 0.27724091 -0.01767369 -0.12039377 -0.99512799 -0.9871038 -0.98904192
2 "SITTING" 0.27925474 -0.012044574 -0.11526539 -0.98482887 -0.96879944 -0.96316567
2 "SITTING" 0.27981772 -0.010396061 -0.11320248 -0.98493079 -0.95923068 -0.96438621
2 "SITTING" 0.27579491 -0.034804666 -0.10983325 -0.99417869 -0.92858508 -0.99348617
2 "SITTING" 0.27379132 -0.041945691 -0.10724671 -0.99483845 -0.94900945 -0.98929992
2 "SITTING" 0.27609539 -0.018046144 -0.11243656 -0.99592796 -0.96849709 -0.98746474
2 "SITTING" 0.27767523 -0.012379484 -0.10466656 -0.99824732 -0.98968847 -0.97817711
2 "SITTING" 0.27679437 -0.017846957 -0.099866917 -0.99683186 -0.98725167 -0.97461636
2 "LAYING" 0.17376905 -0.024869125 -0.094733441 -0.8938616 -0.94420408 -0.96082431
2 "LAYING" 0.3009048 -0.023610414 -0.096890735 -0.98681212 -0.974874 -0.9869338
2 "LAYING" 0.28567994 -0.021402652 -0.099788959 -0.98882456 -0.99010644 -0.99850164
2 "LAYING" 0.27205902 -0.021271356 -0.10063642 -0.99521892 -0.99197156 -0.99657104
2 "LAYING" 0.27631974 -0.017844672 -0.10385552 -0.99576459 -0.99564856 -0.9942946
2 "LAYING" 0.27869543 -0.017640511 -0.10511841 -0.99746842 -0.99845545 -0.99334269
2 "LAYING" 0.28026202 -0.018697516 -0.10968549 -0.99612342 -0.99807443 -0.99196657
2 "LAYING" 0.29238966 -0.014798532 -0.11487816 -0.99280911 -0.99112641 -0.99202521
2 "LAYING" 0.29089459 -0.012652477 -0.11315576 -0.98930153 -0.99094197 -0.99122081
2 "LAYING" 0.27191593 -0.019731212 -0.10278027 -0.99074021 -0.98734334 -0.99000242
2 "LAYING" 0.29301384 -0.01607838 -0.11018298 -0.98371207 -0.97530943 -0.98214793
2 "LAYING" 0.33999093 -0.039323711 -0.11380871 -0.8552877 -0.88627572 -0.91776601
2 "LAYING" 0.32773332 -0.012972104 -0.10934048 -0.91832647 -0.9739953 -0.96697887
2 "LAYING" 0.26238254 -0.020021626 -0.099674861 -0.96097213 -0.99090799 -0.98377812
2 "LAYING" 0.29490692 -0.017273605 -0.10855348 -0.97238323 -0.99040729 -0.99071755
2 "LAYING" 0.2673108 -0.017739291 -0.10418492 -0.97618683 -0.98801979 -0.99327413
2 "LAYING" 0.29493279 -0.018148994 -0.10870259 -0.97149269 -0.98887703 -0.99356016
2 "LAYING" 0.2843065 -0.017380345 -0.10824585 -0.97250517 -0.99019849 -0.98989676
2 "LAYING" 0.27747775 -0.017918468 -0.10552646 -0.97290191 -0.98988889 -0.98890697
2 "LAYING" 0.31454279 -0.015639484 -0.11205392 -0.97482366 -0.99079803 -0.99323782
2 "LAYING" 0.27616038 -0.018258159 -0.10492036 -0.97000881 -0.98965068 -0.9862869
2 "LAYING" 0.27628845 -0.020230299 -0.099639409 -0.9720728 -0.99289582 -0.98776726
2 "LAYING" 0.323685 -0.015714002 -0.11094539 -0.97812842 -0.99262693 -0.98885228
2 "LAYING" 0.27524826 -0.016467107 -0.11215011 -0.96345392 -0.99113223 -0.98983504
2 "WALKING" 0.20396243 -0.03234452 -0.096881229 -0.46550359 -0.18078545 -0.45510762
2 "WALKING" 0.24934321 -0.003410981 -0.056041574 -0.39947643 -0.13784483 -0.46127072
2 "WALKING" 0.32505052 -0.029803725 -0.077847175 -0.46511952 0.013452774 -0.36764586
2 "WALKING" 0.30880812 -0.022128064 -0.13210431 -0.51482627 0.032008875 -0.34900284
2 "WALKING" 0.26559921 -0.015936305 -0.12074953 -0.50094969 -0.16322961 -0.38942774
2 "WALKING" 0.18741915 -0.011533248 -0.10650963 -0.45085366 -0.19630865 -0.45986952
2 "WALKING" 0.28420274 0.013704674 -0.11395407 -0.4186222 -0.2075538 -0.48108057
2 "WALKING" 0.35782982 -0.013519015 -0.13127164 -0.45242107 -0.14979588 -0.4016534
2 "WALKING" 0.31870911 -0.037635508 -0.13241984 -0.4857706 -0.11708965 -0.37994246
2 "WALKING" 0.32008469 -0.010838647 -0.12170815 -0.50869464 -0.14424547 -0.42732416
2 "WALKING" 0.19317016 -0.010586551 -0.088769599 -0.45619042 -0.1118152 -0.42346766
2 "WALKING" 0.19471487 -0.020176701 -0.049544661 -0.43733437 -0.096034303 -0.33753382
2 "WALKING" 0.34969095 -0.030496088 -0.10829783 -0.43251962 -0.10645645 -0.33723803
2 "WALKING" 0.30870458 -0.024987159 -0.1238269 -0.40927888 -0.16756154 -0.43056196
2 "WALKING" 0.21102476 -0.00058166814 -0.096443768 -0.44507331 -0.20747868 -0.47564538
2 "WALKING" 0.29771925 -0.020939986 -0.11438786 -0.42328085 -0.1925867 -0.4015868
2 "WALKING" 0.33314426 -0.043446917 -0.12619938 -0.36324256 -0.096308953 -0.39038358
2 "WALKING" 0.22981714 -0.0026481752 -0.082070626 -0.36385083 -0.084507907 -0.4022629
2 "WALKING" 0.23748279 0.0021969913 -0.048945315 -0.41352818 -0.16717209 -0.41275989
2 "WALKING" 0.33150518 -0.036584496 -0.10886677 -0.4146128 -0.16049444 -0.4266315
2 "WALKING" 0.26663115 -0.043309471 -0.14096216 -0.43377813 -0.10164616 -0.41532479
2 "WALKING" 0.24042087 0.0010854188 -0.11888144 -0.4333206 -0.097815183 -0.39734057
2 "WALKING" 0.29112809 0.015567293 -0.10429218 -0.40452582 -0.13992573 -0.4314133
2 "WALKING" 0.35552927 -0.023789742 -0.12723972 -0.4094154 -0.16836145 -0.43723441
2 "WALKING" 0.28744253 -0.050273681 -0.13274829 -0.39217785 -0.12604296 -0.40340864
2 "WALKING" 0.1844141 -0.014817877 -0.089991964 -0.42249491 -0.14327744 -0.40279011
2 "WALKING" 0.25204831 -0.00060425372 -0.070452518 -0.47081672 -0.11866822 -0.38629262
2 "WALKING" 0.33806106 -0.0413713 -0.097384161 -0.42999883 -0.013674252 -0.39347137
2 "WALKING" 0.29030031 -0.044250443 -0.12549008 -0.42055075 0.015899795 -0.41892164
2 "WALKING" 0.26086953 -0.015550952 -0.12094838 -0.50433982 -0.062690202 -0.39407741
2 "WALKING_DOWNSTAIRS" 0.39276304 -0.059173884 -0.11092832 -0.14842192 0.048984289 -0.29634554
2 "WALKING_DOWNSTAIRS" 0.33322745 -0.024943465 -0.15891904 -0.10414406 -0.013973355 -0.32971411
2 "WALKING_DOWNSTAIRS" 0.31615359 0.0012773598 -0.06545266 -0.15163293 0.11628238 -0.15395808
2 "WALKING_DOWNSTAIRS" 0.15366105 -0.010077719 -0.043894838 -0.21427827 0.13220784 -0.19988114
2 "WALKING_DOWNSTAIRS" 0.071035289 -0.015656183 -0.094263452 -0.21342438 0.065906916 -0.37962343
2 "WALKING_DOWNSTAIRS" 0.33304231 -0.01019258 -0.1220055 -0.10011811 0.23427632 -0.27331152
2 "WALKING_DOWNSTAIRS" 0.27579996 0.0018368697 -0.13628781 -0.036102379 0.28484874 -0.14178035
2 "WALKING_DOWNSTAIRS" 0.27138623 -0.042483426 -0.12821114 -0.01717702 0.26485509 -0.088459272
2 "WALKING_DOWNSTAIRS" 0.42604818 -0.058615109 -0.1170689 -0.076835056 0.16652926 -0.13373134
2 "WALKING_DOWNSTAIRS" 0.2856233 -0.0060363793 -0.19809731 -0.099312158 0.080159134 -0.053770031
2 "WALKING_DOWNSTAIRS" 0.35480453 -0.018153403 -0.14403353 0.012124247 -0.051254866 0.065390916
2 "WALKING_DOWNSTAIRS" 0.39558207 -0.012193647 -0.14801867 0.010712878 0.21395446 0.17784791
2 "WALKING_DOWNSTAIRS" 0.22715659 -0.022146672 -0.14521449 -0.024746907 0.32776722 0.11079157
2 "WALKING_DOWNSTAIRS" 0.23483919 0.0081011057 -0.14108314 -0.030425133 0.19562069 0.044496762
2 "WALKING_DOWNSTAIRS" 0.23820197 -0.0026928807 -0.12149269 -0.09123551 0.20644423 0.10569119
2 "WALKING_DOWNSTAIRS" 0.27873663 -0.048279124 -0.12092488 0.068433966 0.23286592 0.094042914
2 "WALKING_DOWNSTAIRS" 0.26374279 -0.02958616 -0.050708835 0.15287341 0.27759556 0.089483516
2 "WALKING_DOWNSTAIRS" 0.30133385 -0.056094277 -0.078006249 0.27079913 0.2888186 0.3242698
2 "WALKING_DOWNSTAIRS" 0.28026398 0.0060423653 -0.12786457 0.011234724 -0.0032361043 0.23056643
2 "WALKING_DOWNSTAIRS" 0.24393099 -0.0040036613 -0.12267616 -0.092083866 0.010788982 0.1993878
2 "WALKING_DOWNSTAIRS" 0.28433754 0.013821312 -0.05753308 0.0047788809 0.28676481 0.18448192
2 "WALKING_DOWNSTAIRS" 0.41085939 -0.024854391 -0.14898719 0.13488536 0.31788374 0.30342152
2 "WALKING_DOWNSTAIRS" 0.17766532 -0.070310559 -0.13630828 0.082236325 0.077127135 0.33199765
2 "WALKING_DOWNSTAIRS" 0.20574701 -0.00517762 -0.10548391 0.012328176 0.2032938 0.23702576
2 "WALKING_UPSTAIRS" 0.25186651 -0.030378942 -0.3516297 -0.34424039 0.083311586 -0.01247212
2 "WALKING_UPSTAIRS" 0.20906379 -0.049359552 -0.31450384 -0.33864847 0.13448364 -0.23126938
2 "WALKING_UPSTAIRS" 0.23655703 -0.0061942794 -0.13948292 -0.37894793 0.028987642 -0.29959604
2 "WALKING_UPSTAIRS" 0.24274255 0.0099775927 -0.093386183 -0.41578092 0.061759904 -0.23807668
2 "WALKING_UPSTAIRS" 0.28158555 -0.0075743135 -0.1747021 -0.34370447 0.11026753 -0.080621938
2 "WALKING_UPSTAIRS" 0.18214828 -0.010646974 -0.16894574 -0.39173633 0.04238252 -0.23028972
2 "WALKING_UPSTAIRS" 0.1821957 -0.0016884658 -0.089805031 -0.38969662 0.019942316 -0.32360231
2 "WALKING_UPSTAIRS" 0.31178044 0.013873623 -0.21470991 -0.28883702 0.024940442 -0.012087503
2 "WALKING_UPSTAIRS" 0.25615464 0.03261012 -0.22862313 -0.3637984 -0.0014922736 -0.0060593818
2 "WALKING_UPSTAIRS" 0.078156973 -0.027612708 -0.34615379 -0.37372745 0.096341876 0.14316589
2 "WALKING_UPSTAIRS" 0.17991522 0.040285843 -0.39925032 -0.32453994 0.040201843 0.2286178
2 "WALKING_UPSTAIRS" 0.28509055 -0.011054655 -0.17546042 -0.33608887 0.0077869281 -0.0060929828
2 "WALKING_UPSTAIRS" 0.28495022 -0.017809348 -0.10353921 -0.39399176 0.069258649 -0.06076504
2 "WALKING_UPSTAIRS" 0.1982599 -0.0072360841 -0.11697537 -0.35821234 0.19934459 0.027980756
2 "WALKING_UPSTAIRS" 0.25100692 0.027292221 -0.15904398 -0.31226485 0.27158876 0.063229519
2 "WALKING_UPSTAIRS" 0.26889811 0.027477206 -0.13197884 -0.32589321 0.13326769 0.095709279
2 "WALKING_UPSTAIRS" 0.14838783 -0.036547994 -0.11049098 -0.33005118 -0.028480261 0.1506074
2 "WALKING_UPSTAIRS" 0.073728786 -0.14822575 -0.24110951 -0.35922813 0.17063542 0.139023
2 "WALKING_UPSTAIRS" 0.28020794 -0.01113497 -0.179611 -0.37135565 0.011871275 0.164084
2 "WALKING_UPSTAIRS" 0.27452047 -0.0078204354 -0.12915842 -0.41658802 0.12844834 0.056056762
2 "WALKING_UPSTAIRS" 0.24402748 -0.0043812777 -0.13437813 -0.43838096 0.18083787 0.079635381
2 "WALKING_UPSTAIRS" 0.2858303 -0.0046677341 -0.15274602 -0.43339946 0.0097299042 0.12086668
2 "WALKING_UPSTAIRS" 0.23646561 -0.036365249 -0.11386168 -0.43200142 0.068415294 0.18134568
2 "WALKING_UPSTAIRS" 0.2388571 -0.022813178 -0.023382587 -0.36521137 0.12196469 0.27942746
2 "WALKING_UPSTAIRS" 0.29475553 -0.062461304 -0.098216739 -0.34754129 0.086078712 0.26997875
2 "STANDING" 0.21881237 -0.055128494 -0.015740984 -0.95067454 -0.87637081 -0.63729162
2 "STANDING" 0.28767511 -0.030786823 -0.17259261 -0.97634977 -0.92261331 -0.96504533
2 "STANDING" 0.28732862 -0.030313825 -0.16753742 -0.99202894 -0.97321502 -0.97159625
2 "STANDING" 0.27273142 -0.028275581 -0.12707511 -0.99619281 -0.965002 -0.93402533
2 "STANDING" 0.2758409 -0.018403826 -0.10282253 -0.9946609 -0.98033928 -0.96721807
2 "STANDING" 0.27860714 -0.010041872 -0.088410143 -0.99380749 -0.97494691 -0.95814189
2 "STANDING" 0.27627058 -0.0072991585 -0.080292541 -0.99431265 -0.97201406 -0.96850889
2 "STANDING" 0.27848792 -0.012224534 -0.10117153 -0.9958216 -0.97692291 -0.98269928
2 "STANDING" 0.28021898 -0.014917572 -0.1086301 -0.99552895 -0.98355855 -0.9844364
2 "STANDING" 0.27811098 -0.020942513 -0.11285638 -0.99622105 -0.97286048 -0.98063794
2 "STANDING" 0.27143024 -0.026177026 -0.11524626 -0.99541288 -0.96520529 -0.98418621
2 "STANDING" 0.33014802 0.01898283 -0.042531252 -0.96189692 -0.84714153 -0.76381978
2 "STANDING" 0.27746452 -0.022945736 -0.14505044 -0.99433963 -0.97146178 -0.96585224
2 "STANDING" 0.27972876 -0.017344364 -0.11825506 -0.99676417 -0.97934994 -0.96910035
2 "STANDING" 0.27941259 -0.016093153 -0.10220436 -0.99606562 -0.976673 -0.98581712
2 "STANDING" 0.27740299 -0.017215318 -0.11354467 -0.99630802 -0.98218741 -0.97675191
2 "STANDING" 0.27792121 -0.016941868 -0.11987997 -0.99561711 -0.99112821 -0.98615063
2 "STANDING" 0.27704497 -0.016760148 -0.10919185 -0.99460151 -0.98911169 -0.98694538
2 "STANDING" 0.27295758 -0.022500824 -0.11037456 -0.99511927 -0.98170391 -0.98735559
2 "STANDING" 0.27204575 -0.024955862 -0.11448034 -0.99619785 -0.98272334 -0.99315137
2 "STANDING" 0.28245689 -0.014282925 -0.1134339 -0.99395377 -0.97202717 -0.98746639
2 "STANDING" 0.28722297 -0.010646634 -0.10792908 -0.99489028 -0.97992244 -0.99024845
2 "STANDING" 0.27655316 -0.014799101 -0.099806746 -0.98975103 -0.98237581 -0.9876677
2 "SITTING" 0.23981797 0.082443951 -0.040169582 -0.96500075 -0.74251416 -0.85626318
2 "SITTING" 0.23157481 0.029387192 -0.055042118 -0.97481563 -0.92695162 -0.9439297
2 "SITTING" 0.27074746 -0.0043332488 -0.090021685 -0.99327972 -0.94832144 -0.96578248
2 "SITTING" 0.27160041 -0.01596493 -0.10063981 -0.99600179 -0.98166416 -0.98539091
2 "SITTING" 0.2689962 -0.012391548 -0.096838815 -0.98656392 -0.96612485 -0.97227076
2 "SITTING" 0.27479909 -0.012039553 -0.10255632 -0.9851568 -0.96483383 -0.96680303
2 "SITTING" 0.27879967 -0.015633084 -0.10664773 -0.99522762 -0.98640358 -0.98324472
2 "SITTING" 0.27524573 -0.017001233 -0.10770697 -0.99719717 -0.99363656 -0.99338903
2 "SITTING" 0.27566806 -0.016603733 -0.1049066 -0.99724272 -0.99208412 -0.99162089
2 "SITTING" 0.26569797 -0.016850926 -0.090479419 -0.99320662 -0.98930232 -0.98027412
2 "SITTING" 0.27097605 -0.01515646 -0.096123623 -0.99029455 -0.98081101 -0.97094113
2 "SITTING" 0.41364162 -0.15839475 -0.34597805 -0.78056903 -0.44184541 -0.52804492
2 "SITTING" 0.24841948 -0.019568651 -0.10836772 -0.96931199 -0.97177848 -0.94114466
2 "SITTING" 0.28431213 -0.015594273 -0.085976937 -0.98846181 -0.98078326 -0.96851273
2 "SITTING" 0.26632973 -0.014018832 -0.078509357 -0.99018337 -0.97841238 -0.97099752
2 "SITTING" 0.26902515 -0.013122593 -0.089644011 -0.99335359 -0.98151471 -0.9727412
2 "SITTING" 0.27804665 -0.013597299 -0.11000054 -0.99484415 -0.98299801 -0.98010769
2 "SITTING" 0.27542397 -0.0049399286 -0.096703863 -0.99506975 -0.97825164 -0.97139511
2 "SITTING" 0.27933873 -0.0073438173 -0.10514613 -0.99521536 -0.97273765 -0.96572771
2 "SITTING" 0.2820615 -0.013704805 -0.1175365 -0.99508865 -0.97834338 -0.98418217
2 "SITTING" 0.27327371 -0.013628537 -0.096298527 -0.99478128 -0.97434286 -0.98426555
2 "SITTING" 0.27540653 -0.019426969 -0.10365438 -0.99384045 -0.97611848 -0.97222727
2 "LAYING" 0.28764759 -0.0031577634 -0.15519093 -0.79285254 -0.84482351 -0.89140893
2 "LAYING" 0.28981652 -0.023625983 -0.093806191 -0.92725632 -0.96563601 -0.98474872
2 "LAYING" 0.23247724 -0.015840013 -0.099607104 -0.97695785 -0.9821179 -0.9819417
2 "LAYING" 0.28001074 -0.01504451 -0.1141546 -0.99017048 -0.99027362 -0.99195138
2 "LAYING" 0.2889269 -0.016270962 -0.11194758 -0.99421314 -0.9871611 -0.99061852
2 "LAYING" 0.27077035 -0.018885449 -0.10409015 -0.99026492 -0.99026611 -0.98960692
2 "LAYING" 0.25720873 -0.018170348 -0.10424073 -0.99202965 -0.98721587 -0.98887631
2 "LAYING" 0.26881216 -0.017686334 -0.10637874 -0.98801337 -0.98596639 -0.98922153
2 "LAYING" 0.28168951 -0.018017943 -0.10599026 -0.99259049 -0.99319086 -0.99335994
2 "LAYING" 0.29122454 -0.01583904 -0.1083148 -0.99464614 -0.99409257 -0.99604528
2 "LAYING" 0.28651908 -0.016332634 -0.1114194 -0.99149305 -0.99286456 -0.99731072
2 "LAYING" 0.25854868 -0.032957509 -0.07983694 -0.94612869 -0.884968 -0.91949304
2 "LAYING" 0.3038402 -0.017496054 -0.10323135 -0.98043123 -0.98687005 -0.97166776
2 "LAYING" 0.30362162 -0.017156999 -0.11169795 -0.989636 -0.99121537 -0.98918225
2 "LAYING" 0.28786223 -0.017068863 -0.10900066 -0.98901427 -0.98326049 -0.98435571
2 "LAYING" 0.28312886 -0.017412761 -0.10856193 -0.98842964 -0.98258274 -0.98740959
2 "LAYING" 0.28062969 -0.018454053 -0.10638058 -0.99440876 -0.99089174 -0.99608438
2 "LAYING" 0.27683403 -0.016036583 -0.10727545 -0.99532353 -0.99029197 -0.9977026
2 "LAYING" 0.27066724 -0.018234096 -0.11050619 -0.99670766 -0.98976573 -0.99406919
2 "LAYING" 0.27326045 -0.016496129 -0.11469471 -0.99533994 -0.98679299 -0.99077296
2 "LAYING" 0.27398753 -0.013808599 -0.11041744 -0.99447498 -0.99109977 -0.99084267
2 "LAYING" 0.27585859 -0.018573541 -0.10381581 -0.99602478 -0.99096003 -0.99313073
2 "LAYING" 0.27714817 -0.017613671 -0.10740418 -0.99596232 -0.98768288 -0.99154784
2 "LAYING" 0.27456229 -0.015755629 -0.11037294 -0.99330427 -0.98959502 -0.99316069
2 "WALKING" 0.24860491 -0.086163379 -0.073014829 -0.43416615 -0.12988366 -0.4329782
2 "WALKING" 0.21690075 -0.0062597255 -0.077891466 -0.32513204 -0.02063043 -0.41039819
2 "WALKING" 0.26222243 -0.015316616 -0.09583238 -0.31253066 -0.061459617 -0.41735183
2 "WALKING" 0.29659805 -0.026108897 -0.11375324 -0.41755998 -0.075472987 -0.44463027
2 "WALKING" 0.24016527 0.014778169 -0.11018469 -0.50627382 -0.052029869 -0.50066472
2 "WALKING" 0.31286994 -0.014139669 -0.11615801 -0.46798539 -0.024151227 -0.43375705
2 "WALKING" 0.31649338 -0.042248362 -0.1126406 -0.41759891 -0.06248534 -0.45661563
2 "WALKING" 0.20894174 -0.020536706 -0.083943782 -0.41093743 -0.073156601 -0.47309144
2 "WALKING" 0.27124829 -0.0060117091 -0.066718752 -0.41948145 -0.07802861 -0.42619094
2 "WALKING" 0.35341932 -0.024866761 -0.11141914 -0.41765829 0.018542557 -0.43868063
2 "WALKING" 0.22839376 -0.021200162 -0.1595219 -0.39908415 0.041624178 -0.48379359
2 "WALKING" 0.21535112 0.0069834544 -0.1267625 -0.43499879 -0.048988406 -0.52915651
2 "WALKING" 0.32555586 -0.011187423 -0.10089524 -0.47932102 -0.075096011 -0.46552384
2 "WALKING" 0.36545296 -0.01988365 -0.10279395 -0.50276407 -0.086491221 -0.48043053
2 "WALKING" 0.26780915 -0.013846287 -0.11797861 -0.53137083 -0.15530582 -0.5497369
2 "WALKING" 0.34002771 -0.026012234 -0.10422698 -0.33994629 -0.050435927 -0.42483158
2 "WALKING" 0.26426913 -0.011202192 -0.097405036 -0.27861549 0.0029942796 -0.36890397
2 "WALKING" 0.26580166 -0.016486852 -0.076607139 -0.31922125 0.1519259 -0.38750359
2 "WALKING" 0.25477841 -0.033032031 -0.12829512 -0.42849513 0.08339962 -0.42148961
2 "WALKING" 0.22294492 0.0096186354 -0.10969656 -0.46737588 -0.078816974 -0.41749335
2 "WALKING" 0.37962251 -0.0066834563 -0.11093909 -0.3834332 -0.040210963 -0.42062588
2 "WALKING" 0.27911103 -0.033291612 -0.10127494 -0.36759549 -0.053007026 -0.45386546
2 "WALKING" 0.26173982 -0.016742272 -0.075360889 -0.36750192 0.020333389 -0.42403582
2 "WALKING" 0.32915435 -0.034418332 -0.11507647 -0.34374163 0.20141405 -0.35522821
2 "WALKING" 0.19549619 -0.016377097 -0.126381 -0.39787462 0.12278313 -0.38202201
2 "WALKING" 0.24387 0.011466552 -0.11389069 -0.41168594 -0.079688488 -0.44213968
2 "WALKING" 0.32955877 -0.029189921 -0.12136232 -0.40457761 -0.092869066 -0.40769029
2 "WALKING" 0.28806864 -0.032201474 -0.11596739 -0.41516428 -0.12535529 -0.44465141
2 "WALKING" 0.24987037 -0.0075291689 -0.093297657 -0.45026744 -0.18882776 -0.50604157
2 "WALKING_DOWNSTAIRS" 0.31930656 -0.010016849 -0.16410108 0.056146545 0.11692947 -0.10045256
2 "WALKING_DOWNSTAIRS" 0.12592012 -0.027658255 -0.050069386 0.082014241 0.10996979 -0.19943931
2 "WALKING_DOWNSTAIRS" 0.29997571 -0.01160794 -0.13608717 -0.029025935 0.26128485 -0.34148743
2 "WALKING_DOWNSTAIRS" 0.26012783 -0.020200821 -0.13129646 0.044786931 0.40654642 -0.28924983
2 "WALKING_DOWNSTAIRS" 0.2871613 -0.010106916 -0.13231092 0.10070214 0.32940045 -0.26974863
2 "WALKING_DOWNSTAIRS" 0.32958399 0.0067191725 -0.14774302 -0.070238777 0.2532446 -0.42640418
2 "WALKING_DOWNSTAIRS" 0.25184336 -0.052219039 -0.12966482 0.04492527 0.48745602 -0.28131226
2 "WALKING_DOWNSTAIRS" 0.24829116 -0.060992823 -0.17012592 0.11929412 0.54443217 -0.23620315
2 "WALKING_DOWNSTAIRS" 0.26160863 -0.073315382 -0.073890189 0.2810409 0.21253007 -0.20870854
